id_tarjeta,tipo,contactless,marca,fecha_expiracion,estado,numero
TAR343,Crédito,false,MasterCard,2029-02-01,Activa,4323-9794-1188-1973
TAR344,Débito,false,AmericanExpress,2028-04-01,Activa,9530-7958-4300-1972
TAR345,Débito,true,Visa,2028-03-01,Activa,9283-1006-1345-4386
TAR346,Débito,true,Visa,2027-03-01,Activa,2530-7600-7680-2220
TAR347,Débito,true,AmericanExpress,2029-09-01,Activa,2661-5546-6444-8751
TAR348,Débito,false,AmericanExpress,2026-02-01,Activa,5392-5250-8725-8368
TAR349,Crédito,false,Visa,2025-02-01,Activa,8391-6960-7494-5772
TAR350,Crédito,true,MasterCard,2029-01-01,Bloqueada,9406-4277-3405-9606
TAR351,Crédito,true,AmericanExpress,2027-12-01,Activa,2057-7008-2839-3455
TAR352,Crédito,true,MasterCard,2027-02-01,Activa,5090-2368-1622-6952
TAR353,Crédito,false,AmericanExpress,2027-08-01,Activa,9373-5159-3736-6430
TAR354,Débito,false,Visa,2026-10-01,Activa,1898-6270-4638-2872
TAR355,Crédito,false,MasterCard,2025-05-01,Bloqueada,9970-8988-4163-9281
TAR356,Débito,true,AmericanExpress,2028-01-01,Activa,4333-1342-1536-6949
TAR357,Débito,true,MasterCard,2029-11-01,Activa,3154-6927-2030-7391
TAR358,Crédito,false,AmericanExpress,2027-08-01,Activa,9378-8021-9014-9542
TAR359,Crédito,true,MasterCard,2029-03-01,Activa,1304-2432-7744-5864
TAR360,Crédito,false,AmericanExpress,2027-07-01,Activa,1359-3223-6056-8824
TAR361,Crédito,false,AmericanExpress,2025-09-01,Activa,2074-1772-2164-5109
TAR362,Crédito,true,AmericanExpress,2026-11-01,Activa,4957-8854-5110-3286
TAR363,Débito,true,MasterCard,2025-07-01,Activa,5460-6295-6643-6546
TAR364,Débito,false,Visa,2026-07-01,Activa,9103-5254-8027-3507
TAR365,Crédito,true,MasterCard,2029-07-01,Bloqueada,5582-4024-3839-2575
TAR366,Crédito,false,Visa,2025-05-01,Activa,8466-6299-2447-7268
TAR367,Débito,false,Visa,2028-05-01,Activa,4951-8809-1935-1423
TAR368,Débito,true,MasterCard,2026-02-01,Activa,8022-5533-4678-3516
TAR369,Crédito,false,AmericanExpress,2026-05-01,Bloqueada,4678-9711-2958-1842
TAR370,Débito,false,Visa,2027-02-01,Activa,5633-1999-9438-5221
TAR371,Crédito,false,Visa,2025-08-01,Activa,1929-9260-3718-5859
TAR372,Crédito,false,AmericanExpress,2028-11-01,Activa,6869-9157-7687-6633
TAR373,Débito,false,MasterCard,2028-11-01,Bloqueada,8841-9744-3010-2199
TAR374,Crédito,true,Visa,2028-03-01,Activa,6207-5178-2022-9170
TAR375,Crédito,false,Visa,2025-01-01,Activa,8343-8978-8874-3722
TAR376,Crédito,false,MasterCard,2026-11-01,Activa,4474-1814-1754-8300
TAR377,Débito,false,AmericanExpress,2025-07-01,Activa,4732-1288-3891-8003
TAR378,Débito,true,AmericanExpress,2025-02-01,Activa,8151-1586-1076-3464
TAR379,Débito,true,MasterCard,2025-12-01,Activa,1011-7598-3830-2159
TAR380,Crédito,true,Visa,2025-01-01,Activa,3770-5867-1287-4548
TAR381,Crédito,true,AmericanExpress,2027-10-01,Activa,8413-7611-1095-2628
TAR382,Débito,false,MasterCard,2028-09-01,Activa,7943-6292-1557-4313
TAR383,Débito,true,Visa,2026-08-01,Activa,7699-3150-5941-3082
TAR384,Crédito,true,AmericanExpress,2026-02-01,Activa,3114-4517-1519-8136
TAR385,Crédito,false,MasterCard,2026-08-01,Activa,2575-6126-1500-8583
TAR386,Crédito,true,AmericanExpress,2027-06-01,Activa,3325-5294-4078-7517
TAR387,Débito,false,AmericanExpress,2028-08-01,Activa,5606-6768-7287-8031
TAR388,Débito,false,MasterCard,2026-04-01,Activa,3794-5898-4923-3597
TAR389,Débito,true,AmericanExpress,2029-07-01,Activa,9068-6597-9141-5224
TAR390,Débito,false,AmericanExpress,2025-01-01,Activa,5947-5110-4613-5485
TAR391,Crédito,false,MasterCard,2029-06-01,Activa,4500-3088-3984-3757
TAR392,Crédito,false,AmericanExpress,2028-07-01,Activa,2850-5740-7958-7588
TAR393,Crédito,true,AmericanExpress,2026-10-01,Activa,5911-9725-2754-5737
TAR394,Crédito,false,AmericanExpress,2026-03-01,Activa,9482-9143-4206-4215
TAR395,Débito,false,Visa,2027-09-01,Activa,6936-5923-1782-7995
TAR396,Débito,true,MasterCard,2028-12-01,Activa,3768-4662-2870-6408
TAR397,Débito,true,MasterCard,2025-08-01,Activa,8473-5695-8011-2445
TAR398,Débito,true,MasterCard,2026-10-01,Activa,1149-6986-1333-7564
TAR399,Crédito,true,AmericanExpress,2028-05-01,Activa,3399-8502-1711-7993
TAR400,Débito,false,MasterCard,2027-07-01,Activa,7189-3070-6150-4307
TAR401,Crédito,false,AmericanExpress,2027-02-01,Bloqueada,2516-8645-3366-9979
TAR402,Débito,false,MasterCard,2029-05-01,Activa,6467-5771-2261-1742
TAR403,Crédito,false,Visa,2026-04-01,Activa,1740-6977-1399-8296
TAR404,Débito,true,MasterCard,2026-05-01,Activa,3819-9322-5419-1307
TAR405,Débito,false,MasterCard,2027-01-01,Activa,4202-4149-9270-2283
TAR406,Crédito,true,Visa,2028-06-01,Activa,7081-4620-9516-3242
TAR407,Débito,false,MasterCard,2029-02-01,Activa,5893-9742-2857-3691
TAR408,Crédito,false,Visa,2027-01-01,Activa,6148-2582-7663-6954
TAR409,Crédito,false,AmericanExpress,2026-09-01,Activa,8596-1398-5873-9087
TAR410,Crédito,false,MasterCard,2027-06-01,Activa,3338-8769-8313-8770
TAR411,Débito,true,AmericanExpress,2029-03-01,Activa,3996-9060-2351-9586
TAR412,Débito,true,MasterCard,2029-07-01,Activa,7634-7881-1741-6938
TAR413,Débito,false,MasterCard,2025-06-01,Activa,4121-7652-2522-2063
TAR414,Crédito,false,AmericanExpress,2026-09-01,Activa,2089-1941-1317-8895
TAR415,Débito,true,Visa,2027-11-01,Activa,3294-2909-5285-9759
TAR416,Crédito,true,Visa,2025-03-01,Activa,7160-8729-6187-9260
TAR417,Crédito,false,AmericanExpress,2025-05-01,Activa,6228-2557-9538-9544
TAR418,Crédito,true,Visa,2028-06-01,Activa,1185-7230-3122-3614
TAR419,Débito,false,MasterCard,2026-08-01,Activa,5496-2345-7315-8224
TAR420,Débito,false,AmericanExpress,2027-03-01,Activa,6419-9086-1056-9413
TAR421,Crédito,false,AmericanExpress,2025-08-01,Activa,1909-6742-1248-9892
TAR422,Débito,true,AmericanExpress,2026-05-01,Activa,7170-8643-7268-7973
TAR423,Débito,true,AmericanExpress,2028-03-01,Activa,8187-3971-2241-8044
TAR424,Crédito,true,Visa,2028-10-01,Activa,3338-3885-6875-9013
TAR425,Crédito,true,AmericanExpress,2028-08-01,Activa,1866-9578-7030-2769
TAR426,Débito,true,AmericanExpress,2026-01-01,Activa,6268-5600-1870-1802
TAR427,Crédito,true,Visa,2027-06-01,Activa,5851-9244-4140-7046
TAR428,Crédito,true,MasterCard,2026-12-01,Activa,1525-5583-9500-4347
TAR429,Débito,false,MasterCard,2027-08-01,Activa,2805-5762-6018-6153
TAR430,Débito,true,AmericanExpress,2026-07-01,Activa,6730-8443-2478-9253
TAR431,Crédito,false,AmericanExpress,2028-03-01,Activa,1868-4936-2082-8848
TAR432,Débito,false,Visa,2026-09-01,Activa,6241-2235-3920-6658
TAR433,Débito,false,Visa,2026-04-01,Activa,7010-7160-5782-8326
TAR434,Débito,true,MasterCard,2028-01-01,Activa,9091-9121-2069-4310
TAR435,Débito,false,MasterCard,2025-12-01,Activa,8870-6261-5699-8162
TAR436,Crédito,false,Visa,2028-12-01,Activa,3066-4433-8542-5041
TAR437,Débito,true,AmericanExpress,2029-06-01,Activa,2872-9235-7714-3319
TAR438,Crédito,false,AmericanExpress,2029-01-01,Activa,4747-8382-1136-6254
TAR439,Débito,false,MasterCard,2029-10-01,Bloqueada,9437-4982-5834-9302
TAR440,Débito,false,AmericanExpress,2027-05-01,Activa,2902-3434-1804-9789
TAR441,Crédito,true,Visa,2028-10-01,Activa,6138-2636-2295-3888
TAR442,Débito,false,MasterCard,2027-12-01,Activa,5038-9096-5694-3150
TAR443,Crédito,true,Visa,2028-10-01,Activa,8935-4050-6021-7646
TAR444,Débito,false,Visa,2029-01-01,Activa,9006-6576-1501-8263
TAR445,Débito,true,MasterCard,2027-08-01,Activa,1148-3246-3270-3370
TAR446,Crédito,true,MasterCard,2026-01-01,Activa,2093-2637-7180-3508
TAR447,Débito,false,MasterCard,2029-12-01,Activa,7409-3242-6780-3923
TAR448,Débito,true,Visa,2025-03-01,Activa,1305-4800-6780-8806
TAR449,Débito,true,AmericanExpress,2027-09-01,Activa,6986-3075-4345-4939
TAR450,Débito,true,Visa,2027-06-01,Activa,6385-7403-5950-9877
TAR451,Crédito,true,AmericanExpress,2029-03-01,Activa,3661-4984-1753-9151
TAR452,Débito,false,MasterCard,2029-08-01,Activa,5752-2065-3636-1151
TAR453,Crédito,false,AmericanExpress,2028-11-01,Activa,5798-4449-7530-9598
TAR454,Débito,false,AmericanExpress,2029-04-01,Activa,7687-7291-5754-8234
TAR455,Débito,true,Visa,2027-08-01,Activa,8699-8798-8645-5106
TAR456,Débito,false,AmericanExpress,2025-05-01,Activa,1774-8850-8650-4305
TAR457,Crédito,false,MasterCard,2025-02-01,Activa,8425-2655-5009-5724
TAR458,Crédito,false,Visa,2027-09-01,Activa,8523-2221-1979-5884
TAR459,Crédito,true,MasterCard,2027-06-01,Activa,4732-2529-7096-8406
TAR460,Débito,true,AmericanExpress,2025-11-01,Activa,5230-8051-7334-1799
TAR461,Crédito,true,MasterCard,2029-11-01,Activa,3574-9544-7295-4245
TAR462,Crédito,false,Visa,2029-12-01,Activa,8722-9318-6249-5222
TAR463,Débito,true,Visa,2027-02-01,Activa,2756-3363-4870-3418
TAR464,Crédito,true,Visa,2026-09-01,Bloqueada,3864-8200-6467-8695
TAR465,Débito,false,AmericanExpress,2028-06-01,Activa,3795-5860-7692-6433
TAR466,Débito,true,Visa,2026-03-01,Activa,7026-5111-1887-3905
TAR467,Crédito,false,Visa,2029-03-01,Activa,2150-9680-2210-7163
TAR468,Débito,false,MasterCard,2027-11-01,Activa,4139-8514-7709-8383
TAR469,Crédito,true,Visa,2028-09-01,Activa,1591-4458-1742-6503
TAR470,Crédito,true,Visa,2029-03-01,Activa,8261-9232-4642-9151
TAR471,Crédito,true,MasterCard,2026-09-01,Activa,1183-7358-1399-7483
TAR472,Débito,false,MasterCard,2027-12-01,Activa,8523-6727-8531-9322
TAR473,Crédito,true,Visa,2028-11-01,Activa,1686-4990-9754-6930
TAR474,Débito,false,Visa,2029-08-01,Activa,1261-6139-9228-1060
TAR475,Débito,true,Visa,2025-08-01,Activa,3607-3215-1312-1798
TAR476,Débito,false,AmericanExpress,2029-06-01,Activa,7515-7698-1902-6424
TAR477,Crédito,true,MasterCard,2025-06-01,Activa,4311-5043-6591-9090
TAR478,Débito,true,AmericanExpress,2029-11-01,Activa,2995-6340-3017-4535
TAR479,Crédito,true,MasterCard,2025-12-01,Activa,4359-6864-7288-3841
TAR480,Débito,false,MasterCard,2027-03-01,Activa,1638-3460-2755-5481
TAR481,Débito,true,AmericanExpress,2025-01-01,Activa,4477-1427-3146-7413
TAR482,Crédito,false,MasterCard,2025-03-01,Bloqueada,9139-4937-8206-2045
TAR483,Débito,false,AmericanExpress,2029-04-01,Activa,9568-3481-5446-1419
TAR484,Débito,false,MasterCard,2029-06-01,Activa,7687-2028-7162-3733
TAR485,Débito,true,AmericanExpress,2026-10-01,Activa,8066-2613-4819-9109
TAR486,Crédito,false,AmericanExpress,2028-09-01,Activa,1065-1225-1524-1751
TAR487,Crédito,true,MasterCard,2027-07-01,Activa,8862-3963-9477-8941
TAR488,Débito,true,MasterCard,2026-05-01,Activa,4758-2169-3459-3651
TAR489,Crédito,false,MasterCard,2026-10-01,Bloqueada,9565-6224-4990-2749
TAR490,Débito,true,Visa,2029-12-01,Activa,6663-8332-1970-1492
TAR491,Débito,false,MasterCard,2029-03-01,Activa,4925-6068-8756-4804
TAR492,Crédito,false,Visa,2029-09-01,Activa,4904-5156-6888-8347
TAR493,Crédito,true,Visa,2026-06-01,Activa,8201-9024-6003-7131
TAR494,Crédito,true,MasterCard,2026-12-01,Activa,8205-7209-7103-1341
TAR495,Crédito,true,MasterCard,2028-04-01,Bloqueada,7706-8712-8376-7564
TAR496,Débito,false,MasterCard,2026-11-01,Activa,3003-9412-9406-2982
TAR497,Débito,true,MasterCard,2028-12-01,Activa,1603-1824-2772-3021
TAR498,Débito,false,AmericanExpress,2025-05-01,Activa,3449-5898-7472-7109
TAR499,Débito,false,MasterCard,2025-02-01,Activa,4429-3036-7195-3468
TAR500,Crédito,false,AmericanExpress,2027-04-01,Activa,6329-6907-9149-2369
TAR501,Débito,true,AmericanExpress,2028-08-01,Bloqueada,9656-7821-3708-4052
TAR502,Débito,false,AmericanExpress,2028-02-01,Activa,6589-6978-7295-6974
TAR503,Crédito,false,AmericanExpress,2027-01-01,Bloqueada,9556-2685-3325-5432
TAR504,Débito,false,AmericanExpress,2028-11-01,Activa,9911-1039-7790-3790
TAR505,Crédito,true,Visa,2028-10-01,Activa,8473-4045-8437-8271
TAR506,Débito,true,Visa,2028-12-01,Activa,1160-5531-3222-2140
TAR507,Crédito,false,AmericanExpress,2028-10-01,Activa,5191-4953-7131-8618
TAR508,Crédito,true,Visa,2028-06-01,Activa,8166-8896-4637-2281
TAR509,Débito,true,AmericanExpress,2025-06-01,Activa,3417-1622-5022-1014
TAR510,Crédito,false,Visa,2027-11-01,Activa,6086-8861-1847-3181
TAR511,Débito,false,AmericanExpress,2025-04-01,Activa,7144-2858-3410-9050
TAR512,Débito,true,AmericanExpress,2026-01-01,Activa,7327-3337-8243-8756
TAR513,Crédito,true,Visa,2029-07-01,Activa,2725-7593-3567-1442
TAR514,Crédito,false,Visa,2029-01-01,Activa,6029-7857-5711-6858
TAR515,Débito,true,MasterCard,2025-04-01,Activa,2156-3745-6447-1006
TAR516,Débito,false,Visa,2026-10-01,Activa,8571-6295-3571-8709
TAR517,Crédito,true,MasterCard,2029-01-01,Activa,4946-9176-3938-5611
TAR518,Crédito,false,AmericanExpress,2025-05-01,Activa,9544-1305-8973-3873
TAR519,Débito,true,AmericanExpress,2027-03-01,Activa,2903-8097-7229-9374
TAR520,Débito,false,AmericanExpress,2026-11-01,Activa,5838-2550-1628-2403
TAR521,Crédito,false,Visa,2029-03-01,Activa,6004-6423-7941-3198
TAR522,Crédito,true,MasterCard,2029-12-01,Activa,2576-2903-2358-1205
TAR523,Débito,true,MasterCard,2028-12-01,Activa,3037-5963-9932-8337
TAR524,Débito,true,AmericanExpress,2029-11-01,Activa,8164-1964-1638-7223
TAR525,Crédito,false,AmericanExpress,2025-12-01,Activa,4104-6852-6005-2694
TAR526,Crédito,true,Visa,2029-12-01,Activa,7532-2940-3667-4713
TAR527,Crédito,false,AmericanExpress,2025-07-01,Activa,5856-9769-9330-8631
TAR528,Crédito,false,MasterCard,2026-09-01,Activa,3520-6450-6984-4470
TAR529,Crédito,false,Visa,2029-02-01,Activa,1288-7950-8752-4591
TAR530,Crédito,true,AmericanExpress,2025-08-01,Activa,8152-8199-5602-3477
TAR531,Crédito,false,Visa,2028-01-01,Activa,2188-6919-1519-7356
TAR532,Débito,false,MasterCard,2028-05-01,Activa,6194-9146-5987-5209
TAR533,Crédito,false,AmericanExpress,2028-06-01,Bloqueada,1940-7933-1296-3937
TAR534,Crédito,false,Visa,2029-07-01,Activa,9032-3999-9640-1614
TAR535,Débito,true,AmericanExpress,2027-12-01,Activa,7607-9359-1306-7909
TAR536,Débito,true,MasterCard,2027-07-01,Activa,7328-8266-1102-7571
TAR537,Crédito,true,MasterCard,2025-12-01,Bloqueada,4189-2953-4513-7286
TAR538,Crédito,true,Visa,2025-11-01,Activa,1184-9904-2115-6260
TAR539,Débito,true,Visa,2029-12-01,Activa,7440-2876-7442-3002
TAR540,Débito,false,AmericanExpress,2025-08-01,Activa,7286-1292-6190-8855
TAR541,Crédito,true,AmericanExpress,2028-03-01,Activa,8025-6288-6785-7442
TAR542,Crédito,false,AmericanExpress,2026-04-01,Activa,3417-9342-8478-3054
TAR543,Débito,false,MasterCard,2028-11-01,Activa,4396-3591-9580-9658
TAR544,Crédito,false,MasterCard,2029-12-01,Activa,3959-4535-9823-3395
TAR545,Débito,true,Visa,2026-03-01,Activa,1021-9553-3873-3922
TAR546,Débito,true,MasterCard,2025-06-01,Activa,5431-8142-7846-5370
TAR547,Crédito,false,AmericanExpress,2029-07-01,Activa,5524-5325-3076-6670
TAR548,Crédito,true,MasterCard,2026-04-01,Activa,9412-1602-3558-1379
TAR549,Débito,true,AmericanExpress,2025-06-01,Activa,1523-8624-4906-4107
TAR550,Crédito,false,Visa,2028-01-01,Activa,8344-7846-6475-1715
TAR551,Débito,false,AmericanExpress,2025-12-01,Activa,2222-6742-6851-9063
TAR552,Débito,false,MasterCard,2025-06-01,Activa,8051-3730-7318-3868
TAR553,Crédito,false,Visa,2028-12-01,Activa,7123-3202-1310-3273
TAR554,Débito,false,Visa,2025-02-01,Bloqueada,6427-3899-4529-8584
TAR555,Crédito,true,Visa,2025-06-01,Activa,8350-9122-4058-7767
TAR556,Crédito,true,MasterCard,2028-02-01,Activa,5166-8319-7439-5440
TAR557,Crédito,false,MasterCard,2028-11-01,Activa,7365-6231-3952-7684
TAR558,Débito,false,MasterCard,2025-08-01,Activa,6058-6465-7842-2994
TAR559,Crédito,false,AmericanExpress,2026-05-01,Activa,5332-7031-1552-9446
TAR560,Crédito,true,Visa,2028-05-01,Activa,6684-8030-8565-5069
TAR561,Débito,false,MasterCard,2028-05-01,Activa,6773-2845-8725-7105
TAR562,Crédito,false,AmericanExpress,2025-12-01,Activa,5590-1826-5629-2501
TAR563,Crédito,false,AmericanExpress,2027-05-01,Activa,1853-3669-1096-7088
TAR564,Crédito,false,Visa,2029-02-01,Activa,9320-1869-1886-8721
TAR565,Débito,false,Visa,2026-10-01,Activa,6391-7789-5843-5089
TAR566,Crédito,false,AmericanExpress,2027-10-01,Activa,8501-5043-1172-6892
TAR567,Débito,false,AmericanExpress,2025-06-01,Activa,3576-1571-9834-9903
TAR568,Débito,false,MasterCard,2029-03-01,Activa,1123-9593-3729-9002
TAR569,Débito,false,AmericanExpress,2029-08-01,Activa,7472-5013-7335-7437
TAR570,Crédito,true,Visa,2028-03-01,Bloqueada,5756-5727-5321-6585
TAR571,Débito,true,AmericanExpress,2027-12-01,Activa,3669-1624-3892-7707
TAR572,Crédito,false,MasterCard,2027-05-01,Bloqueada,1812-5173-8775-3702
TAR573,Débito,false,Visa,2027-08-01,Activa,1829-2150-4769-6024
TAR574,Débito,true,AmericanExpress,2027-04-01,Activa,6998-8913-3419-7834
TAR575,Débito,true,MasterCard,2029-11-01,Activa,2339-4226-3129-3452
TAR576,Débito,false,Visa,2026-03-01,Activa,9993-4488-5114-7980
TAR577,Débito,true,Visa,2029-08-01,Activa,8531-4955-3699-3479
TAR578,Débito,true,AmericanExpress,2026-06-01,Activa,8031-9167-4531-6726
TAR579,Crédito,false,AmericanExpress,2025-12-01,Activa,3712-1023-8298-1105
TAR580,Débito,false,AmericanExpress,2028-04-01,Activa,4867-5501-9305-3495
TAR581,Débito,false,Visa,2028-04-01,Activa,1938-2148-9241-8165
TAR582,Débito,true,AmericanExpress,2025-06-01,Activa,7664-5023-7755-1736
TAR583,Débito,true,Visa,2026-07-01,Activa,5867-4924-2476-1606
TAR584,Débito,true,AmericanExpress,2029-03-01,Bloqueada,9574-2212-6739-4992
TAR585,Crédito,false,AmericanExpress,2028-03-01,Activa,3030-8091-6537-7332
TAR586,Crédito,true,AmericanExpress,2025-10-01,Activa,6144-1766-8878-9563
TAR587,Débito,false,AmericanExpress,2029-02-01,Activa,1413-5245-5285-9683
TAR588,Débito,true,AmericanExpress,2025-06-01,Activa,1609-7194-8755-8411
TAR589,Débito,false,AmericanExpress,2025-01-01,Activa,7208-4528-7371-2698
TAR590,Débito,true,AmericanExpress,2028-03-01,Activa,1510-8323-1806-5005
TAR591,Crédito,false,Visa,2025-09-01,Activa,2340-6463-9520-4125
TAR592,Crédito,false,MasterCard,2026-06-01,Activa,7137-8852-3843-3757
TAR593,Crédito,true,MasterCard,2025-03-01,Activa,4703-3902-3042-3208
TAR594,Crédito,true,AmericanExpress,2025-09-01,Activa,4959-4747-2476-7508
TAR595,Débito,true,AmericanExpress,2028-05-01,Activa,7451-5410-1060-2197
TAR596,Débito,false,Visa,2025-09-01,Activa,8912-7219-2492-2436
TAR597,Crédito,true,Visa,2027-12-01,Activa,3031-2242-8355-6542
TAR598,Crédito,true,MasterCard,2028-05-01,Activa,9827-9528-6500-3925
TAR599,Crédito,true,Visa,2026-02-01,Activa,7620-3461-1586-7192
TAR600,Débito,true,AmericanExpress,2025-11-01,Activa,8736-3479-7887-3157
TAR601,Crédito,true,Visa,2026-03-01,Activa,2455-7277-5017-6921
TAR602,Débito,false,Visa,2026-09-01,Activa,2674-5030-3494-8075
TAR603,Débito,false,Visa,2027-01-01,Activa,3029-3925-8835-8292
TAR604,Débito,false,AmericanExpress,2025-08-01,Activa,8708-8756-9330-4903
TAR605,Débito,true,AmericanExpress,2026-02-01,Activa,6620-1594-3090-9629
TAR606,Débito,false,Visa,2028-06-01,Activa,2028-6874-6228-4719
TAR607,Débito,false,Visa,2029-08-01,Activa,7688-9369-2132-9427
TAR608,Crédito,false,Visa,2025-06-01,Activa,4164-8338-9197-8823
TAR609,Débito,true,MasterCard,2025-04-01,Activa,3470-9953-8227-6548
TAR610,Débito,false,MasterCard,2028-07-01,Activa,8761-4360-4244-3711
TAR611,Crédito,true,Visa,2025-03-01,Activa,8569-4431-6639-7101
TAR612,Débito,true,Visa,2025-12-01,Activa,8813-9026-5213-6003
TAR613,Débito,false,AmericanExpress,2029-06-01,Activa,8040-9663-1826-7167
TAR614,Débito,false,Visa,2026-11-01,Activa,6626-4903-1824-9616
TAR615,Crédito,false,AmericanExpress,2028-08-01,Activa,8036-6192-1785-2896
TAR616,Crédito,false,Visa,2025-05-01,Activa,6413-5017-3528-6373
TAR617,Débito,false,Visa,2028-08-01,Activa,5962-6308-1097-8112
TAR618,Crédito,true,AmericanExpress,2026-03-01,Activa,7215-5112-5634-9679
TAR619,Crédito,true,Visa,2027-09-01,Bloqueada,6060-4503-9320-2846
TAR620,Crédito,false,Visa,2028-10-01,Activa,8798-7716-6327-2289
TAR621,Crédito,false,MasterCard,2026-08-01,Activa,1928-4883-6481-6498
TAR622,Débito,false,Visa,2026-07-01,Bloqueada,1002-8826-8744-5792
TAR623,Débito,false,MasterCard,2026-08-01,Activa,6236-9257-8109-6415
TAR624,Crédito,true,Visa,2027-09-01,Activa,6990-5528-6273-1212
TAR625,Crédito,false,MasterCard,2025-09-01,Activa,2410-3501-7763-4400
TAR626,Crédito,false,AmericanExpress,2027-02-01,Activa,3673-2098-9858-1573
TAR627,Débito,false,Visa,2025-02-01,Activa,9274-5628-7845-9677
TAR628,Crédito,false,Visa,2027-01-01,Activa,3546-4941-6345-9447
TAR629,Débito,true,AmericanExpress,2029-11-01,Activa,7151-9073-1336-1638
TAR630,Débito,true,AmericanExpress,2026-03-01,Activa,3181-9567-2067-9453
TAR631,Débito,true,Visa,2027-04-01,Activa,3877-5239-8055-9967
TAR632,Crédito,false,AmericanExpress,2026-01-01,Activa,3224-7181-3971-5415
TAR633,Débito,false,AmericanExpress,2026-09-01,Activa,2775-2813-2463-2978
TAR634,Crédito,true,AmericanExpress,2027-12-01,Activa,6836-6054-7465-9947
TAR635,Débito,false,AmericanExpress,2027-02-01,Activa,7211-3221-4265-9086
TAR636,Crédito,false,MasterCard,2025-02-01,Activa,6036-3884-8886-2749
TAR637,Crédito,false,MasterCard,2029-07-01,Activa,5855-1606-5790-9476
TAR638,Débito,true,MasterCard,2026-12-01,Activa,7789-2276-3382-1249
TAR639,Débito,false,Visa,2028-08-01,Activa,6462-3697-9394-3924
TAR640,Débito,false,Visa,2028-05-01,Activa,7383-2041-3492-8435
TAR641,Crédito,true,MasterCard,2029-12-01,Activa,7695-9859-8071-3729
TAR642,Crédito,false,MasterCard,2025-07-01,Activa,8218-1157-2844-2989
TAR643,Crédito,true,MasterCard,2027-03-01,Activa,9537-4326-9131-9778
TAR644,Débito,true,AmericanExpress,2025-03-01,Activa,3590-4141-1511-5796
TAR645,Crédito,false,MasterCard,2029-11-01,Activa,5123-3094-6805-7717
TAR646,Crédito,true,MasterCard,2028-04-01,Activa,2186-5742-8398-3260
TAR647,Débito,true,MasterCard,2026-09-01,Activa,8259-1670-6917-6780
TAR648,Débito,true,AmericanExpress,2027-06-01,Activa,2071-4030-1390-6309
TAR649,Débito,false,MasterCard,2028-01-01,Activa,7083-3295-9156-3814
TAR650,Crédito,false,MasterCard,2025-06-01,Activa,9574-1906-5013-7275
TAR651,Débito,true,MasterCard,2025-07-01,Activa,5044-9555-9385-6891
TAR652,Crédito,true,MasterCard,2025-06-01,Activa,6999-8834-4863-4242
TAR653,Débito,true,MasterCard,2025-08-01,Activa,7995-7997-5849-7744
TAR654,Débito,false,Visa,2026-03-01,Activa,8075-2004-9567-8963
TAR655,Débito,false,Visa,2027-12-01,Bloqueada,4191-4294-3540-6836
TAR656,Crédito,false,Visa,2027-12-01,Activa,2130-6429-4549-2476
TAR657,Crédito,false,MasterCard,2027-01-01,Activa,4795-1772-3026-6009
TAR658,Débito,true,Visa,2029-11-01,Activa,6586-9608-7644-4325
TAR659,Débito,false,Visa,2028-07-01,Activa,4394-5089-7485-2304
TAR660,Crédito,true,Visa,2028-05-01,Activa,7342-2385-4850-7657
TAR661,Crédito,false,MasterCard,2029-03-01,Activa,8272-9036-4875-3078
TAR662,Débito,true,Visa,2026-10-01,Activa,3994-4607-1584-9312
TAR663,Crédito,true,Visa,2025-08-01,Activa,6942-4809-9159-1633
TAR664,Crédito,false,AmericanExpress,2028-08-01,Activa,9254-9391-7080-3848
TAR665,Débito,true,AmericanExpress,2028-10-01,Activa,5026-6225-9395-4819
TAR666,Débito,false,Visa,2025-12-01,Bloqueada,8006-2585-9203-2756
TAR667,Débito,false,AmericanExpress,2026-11-01,Activa,7809-2098-7357-1383
TAR668,Débito,true,MasterCard,2027-09-01,Activa,1133-3210-4351-4444
TAR669,Débito,false,AmericanExpress,2029-03-01,Activa,1292-6882-7282-3989
TAR670,Crédito,true,AmericanExpress,2028-05-01,Activa,5537-2133-5873-6899
TAR671,Débito,false,Visa,2026-09-01,Activa,4795-4897-1182-5521
TAR672,Crédito,false,AmericanExpress,2029-06-01,Activa,9555-5453-1816-8117
TAR673,Crédito,false,AmericanExpress,2028-02-01,Activa,1910-5935-1169-9778
TAR674,Crédito,true,MasterCard,2028-12-01,Activa,1266-4459-9995-4281
TAR675,Crédito,true,AmericanExpress,2025-05-01,Activa,7589-3651-6431-5457
TAR676,Débito,false,MasterCard,2025-01-01,Activa,3785-8644-5595-8492
TAR677,Crédito,false,AmericanExpress,2029-06-01,Activa,5339-2786-4533-1475
TAR678,Débito,false,MasterCard,2028-06-01,Activa,4722-7817-3223-4740
TAR679,Crédito,true,AmericanExpress,2025-07-01,Activa,7190-8900-7191-8707
TAR680,Crédito,false,MasterCard,2025-02-01,Activa,4247-2028-4739-6527
TAR681,Crédito,true,MasterCard,2025-08-01,Activa,6102-3450-2179-1392
TAR682,Débito,true,MasterCard,2028-03-01,Activa,3885-6366-2426-8022
TAR683,Débito,true,MasterCard,2029-11-01,Activa,7785-9713-1598-6447
TAR684,Crédito,false,Visa,2029-11-01,Activa,9088-8323-3987-4614
